place_type,id,name,legal_name,primary_county,all_counties,district,population_2024,rollout_wave,target_depth,status,existing_listing_count,latitude,longitude
municipality,nc-magnolia,Magnolia,Magnolia town,Duplin,Duplin,3,843,5,discovery-first,not-started,0,34.8961464155,-78.0539106439
municipality,nc-maysville,Maysville,Maysville town,Jones,067; Jones,2,839,5,discovery-first,not-started,0,34.9070806834,-77.2325088497
municipality,nc-rich-square,Rich Square,Rich Square town,Northampton,Northampton,5,838,5,discovery-first,not-started,0,36.2739423161,-77.2839064316
municipality,nc-faith,Faith,Faith town,Rowan,Rowan,9,837,5,discovery-first,not-started,0,35.5899881975,-80.4583041813
municipality,nc-warrenton,Warrenton,Warrenton town,Warren,Warren,5,835,5,discovery-first,not-started,0,36.3994102137,-78.1574184351
municipality,nc-peletier,Peletier,Peletier town,Carteret,Carteret,2,828,5,discovery-first,not-started,0,34.7269804229,-77.0757937698
municipality,nc-star,Star,Star town,Montgomery,Montgomery,8,822,5,discovery-first,not-started,0,35.3990677211,-79.7833114595
municipality,nc-candor,Candor,Candor town,Montgomery,Montgomery; Moore,8,821,5,discovery-first,not-started,0,35.2963891185,-79.7325189895
municipality,nc-stantonsburg,Stantonsburg,Stantonsburg town,Wilson,Wilson,4,818,5,discovery-first,not-started,0,35.6052892762,-77.8197782056
municipality,nc-kenansville,Kenansville,Kenansville town,Duplin,Duplin,3,813,5,discovery-first,not-started,0,34.9598273789,-77.9659290051
municipality,nc-grover,Grover,Grover town,Cleveland,Cleveland,11,810,5,discovery-first,not-started,0,35.1734465351,-81.4519601199
municipality,nc-old-fort,Old Fort,Old Fort town,Mcdowell,McDowell; Mcdowell,,805,5,discovery-first,not-started,0,35.630423946,-82.1777322602
municipality,nc-faison,Faison,Faison town,Duplin,Duplin; Sampson,3,793,5,discovery-first,not-started,0,35.1164472511,-78.1359948656
municipality,nc-duck,Duck,Duck town,Dare,Dare,1,791,5,discovery-first,not-started,0,36.1828604609,-75.7550386972
municipality,nc-marshall,Marshall,Marshall town,Madison,Madison,12,786,5,discovery-first,not-started,0,35.7972777445,-82.6818040223
municipality,nc-new-london,New London,New London town,Stanly,Stanly,8,776,5,discovery-first,not-started,0,35.4349161396,-80.2198130079
municipality,nc-rosman,Rosman,Rosman town,Transylvania,Transylvania,12,762,5,discovery-first,not-started,0,35.1458264163,-82.8201542731
municipality,nc-alliance,Alliance,Alliance town,Pamlico,Pamlico,2,759,5,discovery-first,not-started,0,35.1435081222,-76.8084609422
municipality,nc-pikeville,Pikeville,Pikeville town,Wayne,Wayne,4,755,5,discovery-first,not-started,0,35.4972060548,-77.9877572198
municipality,nc-chocowinity,Chocowinity,Chocowinity town,Beaufort,Beaufort,2,742,5,discovery-first,not-started,0,35.514715472,-77.1016695662
municipality,nc-catawba,Catawba,Catawba town,Catawba,Catawba,11,739,5,discovery-first,not-started,0,35.7095047934,-81.0668454953
municipality,nc-grantsboro,Grantsboro,Grantsboro town,Pamlico,Pamlico,2,729,5,discovery-first,not-started,0,35.144871302,-76.8446824114
municipality,nc-ellenboro,Ellenboro,Ellenboro town,Rutherford,Rutherford,11,727,5,discovery-first,not-started,0,35.3308787443,-81.7612739508
municipality,nc-bogue,Bogue,Bogue town,Carteret,Carteret,2,726,5,discovery-first,not-started,0,34.6980868861,-77.0311274499
municipality,nc-newland,Newland,Newland town,Avery,Avery,10,717,5,discovery-first,not-started,0,36.0879704385,-81.927354825
municipality,nc-conway,Conway,Conway town,Northampton,Northampton,5,704,5,discovery-first,not-started,0,36.4371193457,-77.228819516
municipality,nc-aulander,Aulander,Aulander town,Bertie,Bertie,1,702,5,discovery-first,not-started,0,36.228009166,-77.1135988566
municipality,nc-fair-bluff,Fair Bluff,Fair Bluff town,Columbus,Columbus,3,696,5,discovery-first,not-started,0,34.3125711677,-79.033261436
municipality,nc-parkton,Parkton,Parkton town,Robeson,Robeson,7,694,5,discovery-first,not-started,0,34.9028375178,-79.0112868961
municipality,nc-black-creek,Black Creek,Black Creek town,Wilson,Wilson,4,688,5,discovery-first,not-started,0,35.6365447291,-77.9326424067
municipality,nc-dobbins-heights,Dobbins Heights,Dobbins Heights town,Richmond,Richmond,8,686,5,discovery-first,not-started,0,34.9068805341,-79.693299685
municipality,nc-sedalia,Sedalia,Sedalia town,Guilford,Guilford,9,684,5,discovery-first,not-started,0,36.0759521092,-79.6207244717
municipality,nc-taylortown,Taylortown,Taylortown town,Moore,Moore,7,675,5,discovery-first,not-started,0,35.2146218071,-79.4916449206
municipality,nc-saluda,Saluda,Saluda city,Polk,Henderson; Polk,12,673,5,discovery-first,not-started,0,35.2375204162,-82.3469039201
municipality,nc-high-shoals,High Shoals,High Shoals city,Gaston,Gaston; Lincoln,11,665,5,discovery-first,not-started,0,35.3957165154,-81.2046973465
municipality,nc-wade,Wade,Wade town,Cumberland,Cumberland,7,659,5,discovery-first,not-started,0,35.1634917592,-78.7369620853
municipality,nc-rhodhiss,Rhodhiss,Rhodhiss town,Burke,Burke; Caldwell,11,652,5,discovery-first,not-started,0,35.7683114645,-81.4311701126
municipality,nc-beech-mountain,Beech Mountain,Beech Mountain town,Watauga,Avery; Watauga,10,651,5,discovery-first,not-started,0,36.2104510538,-81.8875319852
municipality,nc-misenheimer,Misenheimer,Misenheimer village,Stanly,Stanly,8,650,5,discovery-first,not-started,0,35.4819240502,-80.2869733826
municipality,nc-east-bend,East Bend,East Bend town,Yadkin,Yadkin,10,649,5,discovery-first,not-started,0,36.217752687,-80.5084219598
municipality,nc-kingstown,Kingstown,Kingstown town,Cleveland,Cleveland,11,649,5,discovery-first,not-started,0,35.3621058803,-81.6200520892
municipality,nc-winton,Winton,Winton town,Hertford,Hertford,1,628,5,discovery-first,not-started,0,36.3898709015,-76.9350101592
municipality,nc-fallston,Fallston,Fallston town,Cleveland,Cleveland,11,625,5,discovery-first,not-started,0,35.4289225231,-81.50225554
municipality,nc-minnesott-beach,Minnesott Beach,Minnesott Beach town,Pamlico,Pamlico,2,614,5,discovery-first,not-started,0,34.9861014757,-76.8241879831
municipality,nc-richfield,Richfield,Richfield town,Stanly,Stanly,8,613,5,discovery-first,not-started,0,35.4715635711,-80.25852721
municipality,nc-clarkton,Clarkton,Clarkton town,Bladen,Bladen,3,608,5,discovery-first,not-started,0,34.4890590776,-78.6559074484
municipality,nc-garland,Garland,Garland town,Sampson,Sampson,3,605,5,discovery-first,not-started,0,34.785848731,-78.3947093028
municipality,nc-newton-grove,Newton Grove,Newton Grove town,Sampson,Sampson,3,600,5,discovery-first,not-started,0,35.2522120646,-78.3552951199
municipality,nc-wagram,Wagram,Wagram town,Scotland,Scotland,7,600,5,discovery-first,not-started,0,34.8890996198,-79.365207813
municipality,nc-bailey,Bailey,Bailey town,Nash,Nash,5,597,5,discovery-first,not-started,0,35.7806138808,-78.1129235491
municipality,nc-ossipee,Ossipee,Ossipee town,Alamance,Alamance,6,597,5,discovery-first,not-started,0,36.167935167,-79.5136810687
municipality,nc-whitsett,Whitsett,Whitsett town,Guilford,Guilford,9,594,5,discovery-first,not-started,0,36.0783270103,-79.5720313303
municipality,nc-columbia,Columbia,Columbia town,Tyrrell,Tyrrell,1,592,5,discovery-first,not-started,0,35.9199412194,-76.2422798193
municipality,nc-varnamtown,Varnamtown,Varnamtown town,Brunswick,Brunswick,3,586,5,discovery-first,not-started,0,33.9429598827,-78.236478115
municipality,nc-winfall,Winfall,Winfall town,Perquimans,Perquimans,1,581,5,discovery-first,not-started,0,36.2104774234,-76.4550645619
municipality,nc-greenevers,Greenevers,Greenevers town,Duplin,Duplin,3,578,5,discovery-first,not-started,0,34.8271330914,-77.9251339612
municipality,nc-harmony,Harmony,Harmony town,Iredell,Iredell,10,577,5,discovery-first,not-started,0,35.9590783814,-80.7734980084
municipality,nc-simpson,Simpson,Simpson village,Pitt,Pitt,4,574,5,discovery-first,not-started,0,35.5752930635,-77.2789813653
municipality,nc-robbinsville,Robbinsville,Robbinsville town,Graham,Graham,12,569,5,discovery-first,not-started,0,35.3216191018,-83.809340769
municipality,nc-patterson-springs,Patterson Springs,Patterson Springs town,Cleveland,Cleveland,11,562,5,discovery-first,not-started,0,35.2334492222,-81.5158900877
municipality,nc-lawndale,Lawndale,Lawndale town,Cleveland,Cleveland,11,559,5,discovery-first,not-started,0,35.4143275498,-81.5626862031
municipality,nc-elk-park,Elk Park,Elk Park town,Avery,Avery,10,550,5,discovery-first,not-started,0,36.1582469249,-81.9808131454
municipality,nc-salemburg,Salemburg,Salemburg town,Sampson,Sampson,3,536,5,discovery-first,not-started,0,35.015158095,-78.5027990874
municipality,nc-littleton,Littleton,Littleton town,Halifax,Halifax,5,535,5,discovery-first,not-started,0,36.4343162639,-77.911002267
municipality,nc-woodland,Woodland,Woodland town,Northampton,Northampton,5,526,5,discovery-first,not-started,0,36.3306149357,-77.2149101498
municipality,nc-hot-springs,Hot Springs,Hot Springs town,Madison,Madison,12,525,5,discovery-first,not-started,0,35.8933873536,-82.8302713556
municipality,nc-polkville,Polkville,Polkville city,Cleveland,Cleveland,11,525,5,discovery-first,not-started,0,35.4162749951,-81.6439866262
municipality,nc-micro,Micro,Micro town,Johnston,Johnston,4,516,5,discovery-first,not-started,0,35.562379546,-78.2035168445
municipality,nc-topsail-beach,Topsail Beach,Topsail Beach town,Pender,Pender,3,515,5,discovery-first,not-started,0,34.3740497244,-77.6325147176
municipality,nc-teachey,Teachey,Teachey town,Duplin,Duplin,3,513,5,discovery-first,not-started,0,34.7705668548,-78.006526007
municipality,nc-bolton,Bolton,Bolton town,Columbus,Columbus,3,510,5,discovery-first,not-started,0,34.3174248086,-78.3976850034
municipality,nc-seaboard,Seaboard,Seaboard town,Northampton,Northampton,5,507,5,discovery-first,not-started,0,36.4906897653,-77.4419658053
municipality,nc-hayesville,Hayesville,Hayesville town,Clay,Clay,12,483,5,discovery-first,not-started,0,35.0450181685,-83.8179349805
municipality,nc-roper,Roper,Roper town,Washington,Washington,1,463,5,discovery-first,not-started,0,35.8786400431,-76.6170581737
municipality,nc-brookford,Brookford,Brookford town,Catawba,Catawba,11,455,5,discovery-first,not-started,0,35.7029438953,-81.3453787413
municipality,nc-pink-hill,Pink Hill,Pink Hill town,Lenoir,Lenoir,4,451,5,discovery-first,not-started,0,35.056213271,-77.7436315786
municipality,nc-st-helena,St. Helena,St. Helena village,Pender,Pender,3,449,5,discovery-first,not-started,0,34.5166234027,-77.9173936848
municipality,nc-aurora,Aurora,Aurora town,Beaufort,Beaufort,2,448,5,discovery-first,not-started,0,35.3029979505,-76.788914719
municipality,nc-ansonville,Ansonville,Ansonville town,Anson,Anson,8,444,5,discovery-first,not-started,0,35.1041817951,-80.1096920807
municipality,nc-gibson,Gibson,Gibson town,Scotland,Scotland,7,444,5,discovery-first,not-started,0,34.759488862,-79.6068814863
municipality,nc-bakersville,Bakersville,Bakersville town,Mitchell,Mitchell,12,443,5,discovery-first,not-started,0,36.0153505656,-82.1582237856
municipality,nc-arapahoe,Arapahoe,Arapahoe town,Pamlico,Pamlico,2,439,5,discovery-first,not-started,0,35.0214671804,-76.8259598096
municipality,nc-lattimore,Lattimore,Lattimore town,Cleveland,Cleveland,11,439,5,discovery-first,not-started,0,35.3153880312,-81.6602039025
municipality,nc-ronda,Ronda,Ronda town,Wilkes,Wilkes,10,439,5,discovery-first,not-started,0,36.2217178027,-80.943236744
municipality,nc-sims,Sims,Sims town,Wilson,Wilson,4,434,5,discovery-first,not-started,0,35.7596625313,-78.0597263088
municipality,nc-sandyfield,Sandyfield,Sandyfield town,Columbus,Columbus,3,430,5,discovery-first,not-started,0,34.3738528993,-78.3000099
municipality,nc-grimesland,Grimesland,Grimesland town,Pitt,Pitt,4,429,5,discovery-first,not-started,0,35.5685682976,-77.2024537126
municipality,nc-caswell-beach,Caswell Beach,Caswell Beach town,Brunswick,Brunswick,3,425,5,discovery-first,not-started,0,33.9074579069,-78.0471698031
municipality,nc-hoffman,Hoffman,Hoffman town,Richmond,Richmond,8,419,5,discovery-first,not-started,0,35.0313227341,-79.5491348624
municipality,nc-east-arcadia,East Arcadia,East Arcadia town,Bladen,Bladen,3,416,5,discovery-first,not-started,0,34.3816033787,-78.3231852291
municipality,nc-hookerton,Hookerton,Hookerton town,Greene,Greene,4,413,5,discovery-first,not-started,0,35.4229760846,-77.5893714476
municipality,nc-jamesville,Jamesville,Jamesville town,Martin,Martin,1,409,5,discovery-first,not-started,0,35.8121980803,-76.9001821203
municipality,nc-macclesfield,Macclesfield,Macclesfield town,Edgecombe,Edgecombe,5,409,5,discovery-first,not-started,0,35.7522130756,-77.6703464788
municipality,nc-jackson,Jackson,Jackson town,Northampton,Northampton,5,408,5,discovery-first,not-started,0,36.3900955052,-77.4193406596
municipality,nc-lewiston-woodville,Lewiston Woodville,Lewiston Woodville town,Bertie,Bertie,1,408,5,discovery-first,not-started,0,36.1141201738,-77.1811740817
municipality,nc-falcon,Falcon,Falcon town,Cumberland,Cumberland; Sampson,7,399,5,discovery-first,not-started,0,35.1935223235,-78.6511271146
municipality,nc-peachland,Peachland,Peachland town,Anson,Anson,8,397,5,discovery-first,not-started,0,34.9931217451,-80.2659647636
municipality,nc-sugar-mountain,Sugar Mountain,Sugar Mountain village,Avery,Avery,10,396,5,discovery-first,not-started,0,36.1263813684,-81.8647424242
municipality,nc-cove-city,Cove City,Cove City town,Craven,Craven,2,395,5,discovery-first,not-started,0,35.1889683279,-77.3205236528
municipality,nc-lilesville,Lilesville,Lilesville town,Anson,Anson,8,395,5,discovery-first,not-started,0,34.9674945346,-79.9845335153
municipality,nc-staley,Staley,Staley town,Randolph,Randolph,9,393,5,discovery-first,not-started,0,35.7979362008,-79.5517515723
municipality,nc-fountain,Fountain,Fountain town,Pitt,Pitt,4,387,5,discovery-first,not-started,0,35.6721115678,-77.6316727315
municipality,nc-washington-park,Washington Park,Washington Park town,Beaufort,Beaufort,2,384,5,discovery-first,not-started,0,35.5328622899,-77.031579777
municipality,nc-webster,Webster,Webster town,Jackson,Jackson,12,374,5,discovery-first,not-started,0,35.3499760878,-83.2189781875
municipality,nc-bunn,Bunn,Bunn town,Franklin,Franklin,5,370,5,discovery-first,not-started,0,35.9590591224,-78.2518933693
municipality,nc-bridgeton,Bridgeton,Bridgeton town,Craven,Craven,2,360,5,discovery-first,not-started,0,35.1346924383,-77.0159388566
municipality,nc-dover,Dover,Dover town,Craven,Craven,2,358,5,discovery-first,not-started,0,35.2154766448,-77.4337788947
municipality,nc-bostic,Bostic,Bostic town,Rutherford,Rutherford,11,357,5,discovery-first,not-started,0,35.3624561214,-81.8359880349
municipality,nc-bethania,Bethania,Bethania town,Forsyth,Forsyth,9,353,5,discovery-first,not-started,0,36.1808299361,-80.3375804964
municipality,nc-saratoga,Saratoga,Saratoga town,Wilson,Wilson,4,350,5,discovery-first,not-started,0,35.6536610655,-77.7756356421
municipality,nc-ruth,Ruth,Ruth town,Rutherford,Rutherford,11,347,5,discovery-first,not-started,0,35.3823686299,-81.9448474164
municipality,nc-whitakers,Whitakers,Whitakers town,Nash,Edgecombe; Nash,5,344,5,discovery-first,not-started,0,36.1057463297,-77.7130872495
municipality,nc-stovall,Stovall,Stovall town,Granville,Granville,6,337,5,discovery-first,not-started,0,36.4475464494,-78.5688916764
municipality,nc-atkinson,Atkinson,Atkinson town,Pender,Pender,3,332,5,discovery-first,not-started,0,34.5274581234,-78.1697085702
municipality,nc-morven,Morven,Morven town,Anson,Anson,8,331,5,discovery-first,not-started,0,34.8643105977,-80.0000134436
municipality,nc-calypso,Calypso,Calypso town,Duplin,Duplin,3,328,5,discovery-first,not-started,0,35.1545379255,-78.1045453256
municipality,nc-bald-head-island,Bald Head Island,Bald Head Island village,Brunswick,Brunswick,3,318,5,discovery-first,not-started,0,33.863982292,-77.9866905059
municipality,nc-waco,Waco,Waco town,Cleveland,Cleveland,11,310,5,discovery-first,not-started,0,35.3621802276,-81.4287543978
municipality,nc-cedar-rock,Cedar Rock,Cedar Rock village,Caldwell,Caldwell,10,309,5,discovery-first,not-started,0,35.9434583207,-81.4583731947
municipality,nc-trenton,Trenton,Trenton town,Jones,Jones,2,308,5,discovery-first,not-started,0,35.0639969151,-77.3552757168
municipality,nc-casar,Casar,Casar town,Cleveland,Cleveland,11,304,5,discovery-first,not-started,0,35.5127080318,-81.6168441816
municipality,nc-forest-hills,Forest Hills,Forest Hills village,Jackson,Jackson,12,302,5,discovery-first,not-started,0,35.2957589428,-83.1954226705
municipality,nc-pollocksville,Pollocksville,Pollocksville town,Jones,Jones,2,298,5,discovery-first,not-started,0,35.0054388483,-77.2212515347
municipality,nc-momeyer,Momeyer,Momeyer town,Nash,Nash,5,295,5,discovery-first,not-started,0,35.9591916656,-78.0511016942
municipality,nc-hamilton,Hamilton,Hamilton town,Martin,Martin,1,294,5,discovery-first,not-started,0,35.944377934,-77.2067450702
municipality,nc-mooresboro,Mooresboro,Mooresboro town,Cleveland,Cleveland,11,291,5,discovery-first,not-started,0,35.2992051538,-81.6985864559
municipality,nc-sandy-creek,Sandy Creek,Sandy Creek town,Brunswick,Brunswick,3,289,5,discovery-first,not-started,0,34.2799603277,-78.1532159054
municipality,nc-seven-devils,Seven Devils,Seven Devils town,Watauga,Avery; Watauga,10,288,5,discovery-first,not-started,0,36.149036963,-81.8120530578
municipality,nc-rennert,Rennert,Rennert town,Robeson,Robeson,7,280,5,discovery-first,not-started,0,34.8140928912,-79.0791155848
municipality,nc-castalia,Castalia,Castalia town,Nash,Nash,5,271,5,discovery-first,not-started,0,36.082279269,-78.0575969561
municipality,nc-dublin,Dublin,Dublin town,Bladen,Bladen,3,262,5,discovery-first,not-started,0,34.6562485801,-78.7230940819
municipality,nc-oak-city,Oak City,Oak City town,Martin,Martin,1,262,5,discovery-first,not-started,0,35.9625191494,-77.3050926619
municipality,nc-crossnore,Crossnore,Crossnore town,Avery,Avery,10,260,5,discovery-first,not-started,0,36.0221980665,-81.930841475
municipality,nc-cameron,Cameron,Cameron town,Moore,Moore,7,257,5,discovery-first,not-started,0,35.3258722786,-79.254178111
municipality,nc-gatesville,Gatesville,Gatesville town,Gates,Gates,1,257,5,discovery-first,not-started,0,36.407355406,-76.7565916686
municipality,nc-hobgood,Hobgood,Hobgood town,Halifax,Halifax,5,257,5,discovery-first,not-started,0,36.0267335397,-77.3939770795
municipality,nc-cofield,Cofield,Cofield village,Hertford,Hertford,1,254,5,discovery-first,not-started,0,36.3566895908,-76.9105169757
municipality,nc-indian-beach,Indian Beach,Indian Beach town,Carteret,Carteret,2,252,5,discovery-first,not-started,0,34.6882463068,-76.887588595
municipality,nc-goldston,Goldston,Goldston town,Chatham,Chatham,6,249,5,discovery-first,not-started,0,35.5929370635,-79.3285967012
municipality,nc-bath,Bath,Bath town,Beaufort,Beaufort,2,241,5,discovery-first,not-started,0,35.4701692784,-76.811983186
municipality,nc-parmele,Parmele,Parmele town,Martin,Martin,1,240,5,discovery-first,not-started,0,35.8180859998,-77.3143139626
municipality,nc-eureka,Eureka,Eureka town,Wayne,Wayne,4,239,5,discovery-first,not-started,0,35.5413887608,-77.8763254496
municipality,nc-turkey,Turkey,Turkey town,Sampson,Sampson,3,239,5,discovery-first,not-started,0,34.9950347516,-78.1841516209
municipality,nc-seagrove,Seagrove,Seagrove town,Randolph,Randolph,9,235,5,discovery-first,not-started,0,35.5389941228,-79.7801605415
municipality,nc-stonewall,Stonewall,Stonewall town,Pamlico,Pamlico,2,222,5,discovery-first,not-started,0,35.1370909402,-76.7405825109
municipality,nc-dillsboro,Dillsboro,Dillsboro town,Jackson,Jackson,12,207,5,discovery-first,not-started,0,35.3706058536,-83.2526204946
municipality,nc-bolivia,Bolivia,Bolivia town,Brunswick,Brunswick,3,204,5,discovery-first,not-started,0,34.0699252897,-78.1473647693
municipality,nc-colerain,Colerain,Colerain town,Bertie,Bertie,1,202,5,discovery-first,not-started,0,36.2015734844,-76.7664001488
municipality,nc-creswell,Creswell,Creswell town,Washington,Washington,1,201,5,discovery-first,not-started,0,35.8744274324,-76.4035124255
municipality,nc-vandemere,Vandemere,Vandemere town,Pamlico,Pamlico,2,201,5,discovery-first,not-started,0,35.188618358,-76.6650863673
municipality,nc-earl,Earl,Earl town,Cleveland,Cleveland,11,200,5,discovery-first,not-started,0,35.1954241103,-81.5340098386
municipality,nc-watha,Watha,Watha town,Pender,Pender,3,200,5,discovery-first,not-started,0,34.6511951786,-77.9575932029
municipality,nc-conetoe,Conetoe,Conetoe town,Edgecombe,Edgecombe,5,199,5,discovery-first,not-started,0,35.8176272476,-77.4571318976
municipality,nc-kelford,Kelford,Kelford town,Bertie,Bertie,1,197,5,discovery-first,not-started,0,36.1812478784,-77.2243032321
municipality,nc-walstonburg,Walstonburg,Walstonburg town,Greene,Greene,4,196,5,discovery-first,not-started,0,35.5960922213,-77.6980054702
municipality,nc-danbury,Danbury,Danbury town,Stokes,Stokes,9,186,5,discovery-first,seeded,1,36.4111535068,-80.212047024
municipality,nc-severn,Severn,Severn town,Northampton,Northampton,5,177,5,discovery-first,not-started,0,36.5142034624,-77.1892877398
municipality,nc-powellsville,Powellsville,Powellsville town,Bertie,Bertie,1,176,5,discovery-first,not-started,0,36.2252509231,-76.9315732065
municipality,nc-love-valley,Love Valley,Love Valley town,Iredell,Iredell,10,175,5,discovery-first,not-started,0,35.9872534493,-80.9834643126
municipality,nc-autryville,Autryville,Autryville town,Sampson,Sampson,3,172,5,discovery-first,not-started,0,34.9964804517,-78.6411872409
municipality,nc-roxobel,Roxobel,Roxobel town,Bertie,Bertie,1,169,5,discovery-first,not-started,0,36.2015279593,-77.2398044263
municipality,nc-askewville,Askewville,Askewville town,Bertie,Bertie,1,168,5,discovery-first,not-started,0,36.1115875911,-76.9412316877
municipality,nc-boardman,Boardman,Boardman town,Columbus,Columbus,3,160,5,discovery-first,not-started,0,34.4364525322,-78.9467746348
municipality,nc-godwin,Godwin,Godwin town,Cumberland,Cumberland,7,160,5,discovery-first,not-started,0,35.2134536424,-78.6770585496
municipality,nc-harrells,Harrells,Harrells town,Sampson,Duplin; Sampson,3,160,5,discovery-first,not-started,0,34.7278350608,-78.2015141211
municipality,nc-pantego,Pantego,Pantego town,Beaufort,Beaufort,2,160,5,discovery-first,not-started,0,35.5873729189,-76.659396591
municipality,nc-halifax,Halifax,Halifax town,Halifax,Halifax,5,159,5,discovery-first,not-started,0,36.3254953756,-77.590095057
municipality,nc-mcfarlan,McFarlan,McFarlan town,Anson,Anson,8,153,5,discovery-first,not-started,0,34.8148178087,-79.9766316527
municipality,nc-milton,Milton,Milton town,Caswell,Caswell,6,149,5,discovery-first,not-started,0,36.5372420612,-79.2080974544
municipality,nc-mesic,Mesic,Mesic town,Pamlico,Pamlico,2,148,5,discovery-first,not-started,0,35.2034126197,-76.644949699
municipality,nc-chimney-rock-village,Chimney Rock Village,Chimney Rock Village village,Rutherford,Buncombe; Rutherford,11,146,5,discovery-first,not-started,0,35.4503119739,-82.2549922195
municipality,nc-everetts,Everetts,Everetts town,Martin,Martin,1,143,5,discovery-first,not-started,0,35.8346076458,-77.1721196906
municipality,nc-linden,Linden,Linden town,Cumberland,Cumberland,7,138,5,discovery-first,not-started,0,35.2546019923,-78.748372137
municipality,nc-cerro-gordo,Cerro Gordo,Cerro Gordo town,Columbus,Columbus,3,134,5,discovery-first,not-started,0,34.3225671835,-78.928722177
municipality,nc-lansing,Lansing,Lansing town,Ashe,Ashe,10,125,5,discovery-first,not-started,0,36.4992921792,-81.5105228946
municipality,nc-kittrell,Kittrell,Kittrell town,Vance,Vance,6,122,5,discovery-first,not-started,0,36.2218068312,-78.4413339269
municipality,nc-proctorville,Proctorville,Proctorville town,Robeson,Robeson,7,119,5,discovery-first,not-started,0,34.4751789042,-79.0370389924
municipality,nc-grandfather-village,Grandfather Village,Grandfather Village village,Avery,Avery,10,107,5,discovery-first,not-started,0,36.0987673229,-81.8481481172
municipality,nc-marietta,Marietta,Marietta town,Robeson,Robeson,7,107,5,discovery-first,not-started,0,34.3681984097,-79.1248578569
municipality,nc-macon,Macon,Macon town,Warren,Warren,5,103,5,discovery-first,not-started,0,36.4395895919,-78.0839352709
municipality,nc-middleburg,Middleburg,Middleburg town,Vance,Vance,6,99,5,discovery-first,not-started,0,36.3989413471,-78.323436017
municipality,nc-norman,Norman,Norman town,Richmond,Richmond,8,98,5,discovery-first,not-started,0,35.1697611208,-79.723159055
municipality,nc-mcdonald,McDonald,McDonald town,Robeson,Robeson,7,93,5,discovery-first,not-started,0,34.5537451559,-79.1762525544
municipality,nc-tar-heel,Tar Heel,Tar Heel town,Bladen,Bladen,3,89,5,discovery-first,not-started,0,34.7339160966,-78.790937107
municipality,nc-bear-grass,Bear Grass,Bear Grass town,Martin,Martin,1,85,5,discovery-first,not-started,0,35.766420425,-77.1288853853
municipality,nc-lumber-bridge,Lumber Bridge,Lumber Bridge town,Robeson,Robeson,7,83,5,discovery-first,not-started,0,34.8898627204,-79.0723784361
municipality,nc-harrellsville,Harrellsville,Harrellsville town,Hertford,Hertford,1,81,5,discovery-first,not-started,0,36.3016736078,-76.7917773489
municipality,nc-seven-springs,Seven Springs,Seven Springs town,Wayne,Wayne,4,77,5,discovery-first,not-started,0,35.2248315414,-77.8451361711
municipality,nc-como,Como,Como town,Hertford,Hertford,1,64,5,discovery-first,not-started,0,36.5010591634,-77.0073133836
municipality,nc-speed,Speed,Speed town,Edgecombe,Edgecombe,5,63,5,discovery-first,not-started,0,35.9684649514,-77.4442689841
municipality,nc-raynham,Raynham,Raynham town,Robeson,Robeson,7,61,5,discovery-first,not-started,0,34.5760887941,-79.190856152
municipality,nc-orrum,Orrum,Orrum town,Robeson,Robeson,7,60,5,discovery-first,not-started,0,34.466726912,-79.0089451179
municipality,nc-lasker,Lasker,Lasker town,Northampton,Northampton,5,57,5,discovery-first,not-started,0,36.3502214857,-77.3057467757
municipality,nc-fontana-dam,Fontana Dam,Fontana Dam town,Graham,Graham,12,50,5,discovery-first,not-started,0,35.4327970609,-83.8247991218
municipality,nc-falkland,Falkland,Falkland town,Pitt,Pitt,4,48,5,discovery-first,not-started,0,35.6985367747,-77.5128776049
municipality,nc-hassell,Hassell,Hassell town,Martin,Martin,1,47,5,discovery-first,not-started,0,35.9085790407,-77.2763595219
municipality,nc-lake-santeetlah,Lake Santeetlah,Lake Santeetlah town,Graham,Graham,12,40,5,discovery-first,not-started,0,35.3636107329,-83.8663153405
municipality,nc-leggett,Leggett,Leggett town,Edgecombe,Edgecombe,5,35,5,discovery-first,not-started,0,35.9896195147,-77.5800519792
municipality,nc-dellview,Dellview,Dellview town,Gaston,Gaston,11,,5,discovery-first,not-started,0,35.3865521188,-81.4127071524
municipality,nc-east-laurinburg,East Laurinburg,East Laurinburg town,Scotland,Scotland,7,,5,discovery-first,not-started,0,34.769078831,-79.4450777177
municipality,nc-spencer-mountain,Spencer Mountain,Spencer Mountain town,Gaston,Gaston,11,,5,discovery-first,not-started,0,35.3072674185,-81.110123943
census-designated-place,nc-cdp-cherokee,Cherokee,Cherokee CDP,,,,,,,seeded,1,35.4859397,-83.3011066
census-designated-place,nc-cdp-advance,Advance,Advance CDP,,,,,,,not-started,0,35.9458344,-80.3921738
census-designated-place,nc-cdp-alexis,Alexis,Alexis CDP,,,,,,,not-started,0,35.3921294,-81.1227882
census-designated-place,nc-cdp-altamahaw,Altamahaw,Altamahaw CDP,,,,,,,not-started,0,36.1938775,-79.5066461
census-designated-place,nc-cdp-anderson-creek,Anderson Creek,Anderson Creek CDP,,,,,,,not-started,0,35.2766217,-78.957832
census-designated-place,nc-cdp-aquadale,Aquadale,Aquadale CDP,,,,,,,not-started,0,35.2243928,-80.2235101
