place_type,id,name,legal_name,primary_county,all_counties,district,population_2024,rollout_wave,target_depth,status,existing_listing_count,latitude,longitude
census-designated-place,nc-cdp-arrowhead-beach,Arrowhead Beach,Arrowhead Beach CDP,,,,,,,not-started,0,36.2271418,-76.7028963
census-designated-place,nc-cdp-ashley-heights,Ashley Heights,Ashley Heights CDP,,,,,,,not-started,0,35.089953,-79.3739175
census-designated-place,nc-cdp-atlantic,Atlantic,Atlantic CDP,,,,,,,not-started,0,34.8813428,-76.3432568
census-designated-place,nc-cdp-avery-creek,Avery Creek,Avery Creek CDP,,,,,,,not-started,0,35.4650806,-82.5718472
census-designated-place,nc-cdp-avon,Avon,Avon CDP,,,,,,,not-started,0,35.337043,-75.5118205
census-designated-place,nc-cdp-balfour,Balfour,Balfour CDP,,,,,,,not-started,0,35.3526347,-82.4886817
census-designated-place,nc-cdp-barbecue,Barbecue,Barbecue CDP,,,,,,,not-started,0,35.3252109,-79.037939
census-designated-place,nc-cdp-barker-heights,Barker Heights,Barker Heights CDP,,,,,,,not-started,0,35.3112136,-82.4411568
census-designated-place,nc-cdp-barker-ten-mile,Barker Ten Mile,Barker Ten Mile CDP,,,,,,,not-started,0,34.6825234,-78.9888462
census-designated-place,nc-cdp-barnardsville,Barnardsville,Barnardsville CDP,,,,,,,not-started,0,35.7819177,-82.4555362
census-designated-place,nc-cdp-bayshore,Bayshore,Bayshore CDP,,,,,,,not-started,0,34.2886666,-77.8037963
census-designated-place,nc-cdp-bayview,Bayview,Bayview CDP,,,,,,,not-started,0,35.4418185,-76.7934283
census-designated-place,nc-cdp-bell-arthur,Bell Arthur,Bell Arthur CDP,,,,,,,not-started,0,35.5911764,-77.5127049
census-designated-place,nc-cdp-belvoir,Belvoir,Belvoir CDP,,,,,,,not-started,0,35.7110753,-77.4699315
census-designated-place,nc-cdp-bennett,Bennett,Bennett CDP,,,,,,,not-started,0,35.5752803,-79.5346115
census-designated-place,nc-cdp-bent-creek,Bent Creek,Bent Creek CDP,,,,,,,not-started,0,35.5111085,-82.6169868
census-designated-place,nc-cdp-bethlehem,Bethlehem,Bethlehem CDP,,,,,,,not-started,0,35.8175312,-81.3007573
census-designated-place,nc-cdp-blue-clay-farms,Blue Clay Farms,Blue Clay Farms CDP,,,,,,,not-started,0,34.2985287,-77.8914135
census-designated-place,nc-cdp-bonnetsville,Bonnetsville,Bonnetsville CDP,,,,,,,not-started,0,35.0056786,-78.4018568
census-designated-place,nc-cdp-bowdens,Bowdens,Bowdens CDP,,,,,,,not-started,0,35.0618661,-78.1083673
census-designated-place,nc-cdp-bowmore,Bowmore,Bowmore CDP,,,,,,,not-started,0,34.9358467,-79.2999594
census-designated-place,nc-cdp-brandywine-bay,Brandywine Bay,Brandywine Bay CDP,,,,,,,not-started,0,34.7396796,-76.8302332
census-designated-place,nc-cdp-briar-chapel,Briar Chapel,Briar Chapel CDP,,,,,,,not-started,0,35.8241607,-79.1168322
census-designated-place,nc-cdp-brices-creek,Brices Creek,Brices Creek CDP,,,,,,,not-started,0,35.0369569,-77.081921
census-designated-place,nc-cdp-broad-creek,Broad Creek,Broad Creek CDP,,,,,,,not-started,0,34.7341726,-76.9190971
census-designated-place,nc-cdp-brogden,Brogden,Brogden CDP,,,,,,,not-started,0,35.2955448,-78.0294491
census-designated-place,nc-cdp-buies-creek,Buies Creek,Buies Creek CDP,,,,,,,not-started,0,35.4078428,-78.7431477
census-designated-place,nc-cdp-bunnlevel,Bunnlevel,Bunnlevel CDP,,,,,,,not-started,0,35.3065157,-78.759176
census-designated-place,nc-cdp-butters,Butters,Butters CDP,,,,,,,not-started,0,34.5665139,-78.8511256
census-designated-place,nc-cdp-buxton,Buxton,Buxton CDP,,,,,,,not-started,0,35.2427056,-75.5445534
census-designated-place,nc-cdp-camden,Camden,Camden CDP,,,,,,,not-started,0,36.3251931,-76.1691894
census-designated-place,nc-cdp-cape-colony,Cape Colony,Cape Colony CDP,,,,,,,not-started,0,36.020282,-76.5870043
census-designated-place,nc-cdp-caroleen,Caroleen,Caroleen CDP,,,,,,,not-started,0,35.2810938,-81.791373
census-designated-place,nc-cdp-carolina-meadows,Carolina Meadows,Carolina Meadows CDP,,,,,,,not-started,0,35.8596785,-79.0177234
census-designated-place,nc-cdp-cashiers,Cashiers,Cashiers CDP,,,,,,,not-started,0,35.1086801,-83.0982006
census-designated-place,nc-cdp-castle-hayne,Castle Hayne,Castle Hayne CDP,,,,,,,not-started,0,34.3550433,-77.9088655
census-designated-place,nc-cdp-centerville,Centerville,Centerville CDP,,,,,,,not-started,0,36.1931744,-78.1124504
census-designated-place,nc-cdp-cherry-branch,Cherry Branch,Cherry Branch CDP,,,,,,,not-started,0,34.9343159,-76.8111964
census-designated-place,nc-cdp-chinquapin,Chinquapin,Chinquapin CDP,,,,,,,not-started,0,34.8292287,-77.8245958
census-designated-place,nc-cdp-chowan-beach,Chowan Beach,Chowan Beach CDP,,,,,,,not-started,0,36.213926,-76.7124137
census-designated-place,nc-cdp-cliffside,Cliffside,Cliffside CDP,,,,,,,not-started,0,35.2480027,-81.7652866
census-designated-place,nc-cdp-coinjock,Coinjock,Coinjock CDP,,,,,,,not-started,0,36.3501227,-75.9520466
census-designated-place,nc-cdp-cordova,Cordova,Cordova CDP,,,,,,,not-started,0,34.9140075,-79.8131635
census-designated-place,nc-cdp-cove-creek,Cove Creek,Cove Creek CDP,,,,,,,not-started,0,36.2872928,-81.7864955
census-designated-place,nc-cdp-cricket,Cricket,Cricket CDP,,,,,,,not-started,0,36.1688439,-81.1934008
census-designated-place,nc-cdp-crouse,Crouse,Crouse CDP,,,,,,,not-started,0,35.424107,-81.3012296
census-designated-place,nc-cdp-cullowhee,Cullowhee,Cullowhee CDP,,,,,,,not-started,0,35.3097258,-83.1815483
census-designated-place,nc-cdp-cypress-landing,Cypress Landing,Cypress Landing CDP,,,,,,,not-started,0,35.4975735,-77.054678
census-designated-place,nc-cdp-dana,Dana,Dana CDP,,,,,,,not-started,0,35.3206024,-82.3610945
census-designated-place,nc-cdp-davis,Davis,Davis CDP,,,,,,,not-started,0,34.798141,-76.4638115
census-designated-place,nc-cdp-deep-run,Deep Run,Deep Run CDP,,,,,,,not-started,0,35.1414287,-77.7161918
census-designated-place,nc-cdp-deercroft,Deercroft,Deercroft CDP,,,,,,,not-started,0,34.9574599,-79.4312798
census-designated-place,nc-cdp-delco,Delco,Delco CDP,,,,,,,not-started,0,34.318818,-78.2266605
census-designated-place,nc-cdp-delway,Delway,Delway CDP,,,,,,,not-started,0,34.8190196,-78.2153344
census-designated-place,nc-cdp-denver,Denver,Denver CDP,,,,,,,not-started,0,35.5455523,-81.0447055
census-designated-place,nc-cdp-dudley,Dudley,Dudley CDP,,,,,,,not-started,0,35.2605463,-78.0415064
census-designated-place,nc-cdp-dundarrach,Dundarrach,Dundarrach CDP,,,,,,,not-started,0,34.9246659,-79.1574608
census-designated-place,nc-cdp-east-flat-rock,East Flat Rock,East Flat Rock CDP,,,,,,,not-started,0,35.2809252,-82.4166742
census-designated-place,nc-cdp-east-rockingham,East Rockingham,East Rockingham CDP,,,,,,,not-started,0,34.9118806,-79.7648377
census-designated-place,nc-cdp-edneyville,Edneyville,Edneyville CDP,,,,,,,not-started,0,35.4137857,-82.3259264
census-designated-place,nc-cdp-efland,Efland,Efland CDP,,,,,,,not-started,0,36.0803859,-79.17134
census-designated-place,nc-cdp-elrod,Elrod,Elrod CDP,,,,,,,not-started,0,34.6072431,-79.2307597
census-designated-place,nc-cdp-elroy,Elroy,Elroy CDP,,,,,,,not-started,0,35.3307614,-77.9225663
census-designated-place,nc-cdp-emma,Emma,Emma CDP,,,,,,,not-started,0,35.6019741,-82.5957704
census-designated-place,nc-cdp-engelhard,Engelhard,Engelhard CDP,,,,,,,not-started,0,35.5092354,-76.0094597
census-designated-place,nc-cdp-enochville,Enochville,Enochville CDP,,,,,,,not-started,0,35.5191849,-80.6685944
census-designated-place,nc-cdp-etowah,Etowah,Etowah CDP,,,,,,,not-started,0,35.3044418,-82.5886794
census-designated-place,nc-cdp-evergreen,Evergreen,Evergreen CDP,,,,,,,not-started,0,34.4148596,-78.911375
census-designated-place,nc-cdp-fairfield,Fairfield,Fairfield CDP,,,,,,,not-started,0,35.5504003,-76.226508
census-designated-place,nc-cdp-fairfield-harbour,Fairfield Harbour,Fairfield Harbour CDP,,,,,,,not-started,0,35.0698424,-76.9651604
census-designated-place,nc-cdp-fairplains,Fairplains,Fairplains CDP,,,,,,,not-started,0,36.1929245,-81.151533
census-designated-place,nc-cdp-fairview,Fairview,Fairview CDP,,,,,,,not-started,0,35.5225181,-82.4013077
census-designated-place,nc-cdp-farmington,Farmington,Farmington CDP,,,,,,,not-started,0,36.0084929,-80.5356869
census-designated-place,nc-cdp-fearrington-village,Fearrington Village,Fearrington Village CDP,,,,,,,not-started,0,35.7978916,-79.0789014
census-designated-place,nc-cdp-five-points,Five Points,Five Points CDP,,,,,,,not-started,0,35.0154015,-79.3512668
census-designated-place,nc-cdp-flat-rock,Flat Rock,Flat Rock CDP,,,,,,,not-started,0,36.5080046,-80.5821803
census-designated-place,nc-cdp-forest-oaks,Forest Oaks,Forest Oaks CDP,,,,,,,not-started,0,35.9884607,-79.708028
census-designated-place,nc-cdp-foscoe,Foscoe,Foscoe CDP,,,,,,,not-started,0,36.1535975,-81.77701
census-designated-place,nc-cdp-frisco,Frisco,Frisco CDP,,,,,,,not-started,0,35.2469545,-75.5988219
census-designated-place,nc-cdp-fruitland,Fruitland,Fruitland CDP,,,,,,,not-started,0,35.3980151,-82.4213723
census-designated-place,nc-cdp-germanton,Germanton,Germanton CDP,,,,,,,not-started,0,36.2501448,-80.239041
census-designated-place,nc-cdp-gerton,Gerton,Gerton CDP,,,,,,,not-started,0,35.4757846,-82.3504089
census-designated-place,nc-cdp-glen-raven,Glen Raven,Glen Raven CDP,,,,,,,not-started,0,36.1240652,-79.4672683
census-designated-place,nc-cdp-glenville,Glenville,Glenville CDP,,,,,,,not-started,0,35.1708679,-83.1216543
census-designated-place,nc-cdp-glenwood,Glenwood,Glenwood CDP,,,,,,,not-started,0,35.6200955,-81.9827449
census-designated-place,nc-cdp-gloucester,Gloucester,Gloucester CDP,,,,,,,not-started,0,34.7321096,-76.5386171
census-designated-place,nc-cdp-gold-hill,Gold Hill,Gold Hill CDP,,,,,,,not-started,0,35.5185968,-80.3474909
census-designated-place,nc-cdp-gorman,Gorman,Gorman CDP,,,,,,,not-started,0,36.0417805,-78.8068648
census-designated-place,nc-cdp-governors-club,Governors Club,Governors Club CDP,,,,,,,not-started,0,35.8421546,-79.0475104
census-designated-place,nc-cdp-governors-village,Governors Village,Governors Village CDP,,,,,,,not-started,0,35.8530155,-79.0255407
census-designated-place,nc-cdp-graingers,Graingers,Graingers CDP,,,,,,,not-started,0,35.3163126,-77.506613
census-designated-place,nc-cdp-grandy,Grandy,Grandy CDP,,,,,,,not-started,0,36.2352061,-75.8798166
census-designated-place,nc-cdp-gulf,Gulf,Gulf CDP,,,,,,,not-started,0,35.557605,-79.2808242
census-designated-place,nc-cdp-half-moon,Half Moon,Half Moon CDP,,,,,,,not-started,0,34.8298925,-77.4591444
census-designated-place,nc-cdp-hallsboro,Hallsboro,Hallsboro CDP,,,,,,,not-started,0,34.3189152,-78.5933761
census-designated-place,nc-cdp-hampstead,Hampstead,Hampstead CDP,,,,,,,not-started,0,34.3626896,-77.7544749
census-designated-place,nc-cdp-harkers-island,Harkers Island,Harkers Island CDP,,,,,,,not-started,0,34.690658,-76.5294754
census-designated-place,nc-cdp-hatteras,Hatteras,Hatteras CDP,,,,,,,not-started,0,35.2212378,-75.6849231
census-designated-place,nc-cdp-hays,Hays,Hays CDP,,,,,,,not-started,0,36.2468924,-81.1141629
census-designated-place,nc-cdp-henrietta,Henrietta,Henrietta CDP,,,,,,,not-started,0,35.2578266,-81.8044091
census-designated-place,nc-cdp-hiddenite,Hiddenite,Hiddenite CDP,,,,,,,not-started,0,35.9077002,-81.081056
census-designated-place,nc-cdp-hightsville,Hightsville,Hightsville CDP,,,,,,,not-started,0,34.2693531,-77.9374976
census-designated-place,nc-cdp-hobucken,Hobucken,Hobucken CDP,,,,,,,not-started,0,35.2517581,-76.5730993
census-designated-place,nc-cdp-hollister,Hollister,Hollister CDP,,,,,,,not-started,0,36.258282,-77.9356943
census-designated-place,nc-cdp-hoopers-creek,Hoopers Creek,Hoopers Creek CDP,,,,,,,not-started,0,35.4451867,-82.4353178
census-designated-place,nc-cdp-horse-shoe,Horse Shoe,Horse Shoe CDP,,,,,,,not-started,0,35.3323846,-82.562696
census-designated-place,nc-cdp-icard,Icard,Icard CDP,,,,,,,not-started,0,35.725361,-81.4566805
census-designated-place,nc-cdp-ingold,Ingold,Ingold CDP,,,,,,,not-started,0,34.8276535,-78.351773
census-designated-place,nc-cdp-iron-station,Iron Station,Iron Station CDP,,,,,,,not-started,0,35.453943,-81.1547125
census-designated-place,nc-cdp-ivanhoe,Ivanhoe,Ivanhoe CDP,,,,,,,not-started,0,34.5836252,-78.2516971
census-designated-place,nc-cdp-jaars,JAARS,JAARS CDP,,,,,,,not-started,0,34.8644931,-80.7502614
census-designated-place,nc-cdp-jackson-heights,Jackson Heights,Jackson Heights CDP,,,,,,,not-started,0,35.22362,-77.6332719
census-designated-place,nc-cdp-jackson-springs,Jackson Springs,Jackson Springs CDP,,,,,,,not-started,0,35.2126751,-79.6297617
census-designated-place,nc-cdp-james-city,James City,James City CDP,,,,,,,not-started,0,35.0453686,-76.9980974
census-designated-place,nc-cdp-keener,Keener,Keener CDP,,,,,,,not-started,0,35.1210965,-78.2983718
census-designated-place,nc-cdp-kelly,Kelly,Kelly CDP,,,,,,,not-started,0,34.4639632,-78.3109614
census-designated-place,nc-cdp-kings-grant,Kings Grant,Kings Grant CDP,,,,,,,not-started,0,34.2659062,-77.8609982
census-designated-place,nc-cdp-lake-junaluska,Lake Junaluska,Lake Junaluska CDP,,,,,,,not-started,0,35.5302063,-82.9727728
census-designated-place,nc-cdp-lake-norman-of-catawba,Lake Norman of Catawba,Lake Norman of Catawba CDP,,,,,,,not-started,0,35.5983168,-80.987619
census-designated-place,nc-cdp-lake-norman-of-iredell,Lake Norman of Iredell,Lake Norman of Iredell CDP,,,,,,,not-started,0,35.546984,-80.9389524
census-designated-place,nc-cdp-lake-royale,Lake Royale,Lake Royale CDP,,,,,,,not-started,0,35.9564194,-78.184691
census-designated-place,nc-cdp-laurel-hill,Laurel Hill,Laurel Hill CDP,,,,,,,not-started,0,34.8095257,-79.5454595
census-designated-place,nc-cdp-light-oak,Light Oak,Light Oak CDP,,,,,,,not-started,0,35.2866922,-81.4773859
census-designated-place,nc-cdp-linville,Linville,Linville CDP,,,,,,,not-started,0,36.0674736,-81.8714305
census-designated-place,nc-cdp-long-creek,Long Creek,Long Creek CDP,,,,,,,not-started,0,34.4340439,-78.0171618
census-designated-place,nc-cdp-lowesville,Lowesville,Lowesville CDP,,,,,,,not-started,0,35.4245205,-81.0051837
census-designated-place,nc-cdp-lowgap,Lowgap,Lowgap CDP,,,,,,,not-started,0,36.5249575,-80.8712257
census-designated-place,nc-cdp-mamers,Mamers,Mamers CDP,,,,,,,not-started,0,35.4113141,-78.9366141
census-designated-place,nc-cdp-manns-harbor,Manns Harbor,Manns Harbor CDP,,,,,,,not-started,0,35.8984879,-75.7806869
census-designated-place,nc-cdp-mar-mac,Mar-Mac,Mar-Mac CDP,,,,,,,not-started,0,35.3308382,-78.0569918
census-designated-place,nc-cdp-marble,Marble,Marble CDP,,,,,,,not-started,0,35.1769542,-83.9265231
census-designated-place,nc-cdp-marshallberg,Marshallberg,Marshallberg CDP,,,,,,,not-started,0,34.7260153,-76.5135564
census-designated-place,nc-cdp-maury,Maury,Maury CDP,,,,,,,not-started,0,35.4792018,-77.5902239
census-designated-place,nc-cdp-mcleansville,McLeansville,McLeansville CDP,,,,,,,not-started,0,36.0975554,-79.6547482
census-designated-place,nc-cdp-millers-creek,Millers Creek,Millers Creek CDP,,,,,,,not-started,0,36.1908666,-81.2355529
census-designated-place,nc-cdp-millingport,Millingport,Millingport CDP,,,,,,,not-started,0,35.3763539,-80.3113413
census-designated-place,nc-cdp-milwaukee,Milwaukee,Milwaukee CDP,,,,,,,not-started,0,36.4025353,-77.2312133
census-designated-place,nc-cdp-moncure,Moncure,Moncure CDP,,,,,,,not-started,0,35.6258203,-79.0746805
census-designated-place,nc-cdp-moravian-falls,Moravian Falls,Moravian Falls CDP,,,,,,,not-started,0,36.1088001,-81.1864126
census-designated-place,nc-cdp-mountain-home,Mountain Home,Mountain Home CDP,,,,,,,not-started,0,35.3703223,-82.5019718
census-designated-place,nc-cdp-mountain-view,Mountain View,Mountain View CDP,,,,,,,not-started,0,35.6830973,-81.3689526
census-designated-place,nc-cdp-moyock,Moyock,Moyock CDP,,,,,,,not-started,0,36.5011982,-76.1733303
census-designated-place,nc-cdp-mulberry,Mulberry,Mulberry CDP,,,,,,,not-started,0,36.2257226,-81.1652362
census-designated-place,nc-cdp-murraysville,Murraysville,Murraysville CDP,,,,,,,not-started,0,34.2916286,-77.8423372
census-designated-place,nc-cdp-myrtle-grove,Myrtle Grove,Myrtle Grove CDP,,,,,,,not-started,0,34.1258546,-77.8880395
census-designated-place,nc-cdp-nebo,Nebo,Nebo CDP,,,,,,,not-started,0,35.7163945,-81.9163008
census-designated-place,nc-cdp-neuse-forest,Neuse Forest,Neuse Forest CDP,,,,,,,not-started,0,34.9649831,-76.9443602
census-designated-place,nc-cdp-new-hope,New Hope,New Hope CDP,,,,,,,not-started,0,35.3782316,-77.8921977
census-designated-place,nc-cdp-northchase,Northchase,Northchase CDP,,,,,,,not-started,0,34.307823,-77.8774878
census-designated-place,nc-cdp-northlakes,Northlakes,Northlakes CDP,,,,,,,not-started,0,35.7807015,-81.3672632
census-designated-place,nc-cdp-ocracoke,Ocracoke,Ocracoke CDP,,,,,,,not-started,0,35.0732314,-75.9985272
census-designated-place,nc-cdp-ogden,Ogden,Ogden CDP,,,,,,,not-started,0,34.2634266,-77.7890052
census-designated-place,nc-cdp-old-hundred,Old Hundred,Old Hundred CDP,,,,,,,not-started,0,34.8244908,-79.5921464
census-designated-place,nc-cdp-pinetown,Pinetown,Pinetown CDP,,,,,,,not-started,0,35.6111004,-76.8557891
census-designated-place,nc-cdp-piney-green,Piney Green,Piney Green CDP,,,,,,,not-started,0,34.7655424,-77.3010346
census-designated-place,nc-cdp-pinnacle,Pinnacle,Pinnacle CDP,,,,,,,not-started,0,36.3227731,-80.4231668
census-designated-place,nc-cdp-plain-view,Plain View,Plain View CDP,,,,,,,not-started,0,35.2439908,-78.5602251
census-designated-place,nc-cdp-pleasant-hill,Pleasant Hill,Pleasant Hill CDP,,,,,,,not-started,0,36.2540373,-80.89462
census-designated-place,nc-cdp-porters-neck,Porters Neck,Porters Neck CDP,,,,,,,not-started,0,34.293204,-77.7706166
census-designated-place,nc-cdp-potters-hill,Potters Hill,Potters Hill CDP,,,,,,,not-started,0,34.9645469,-77.7031529
census-designated-place,nc-cdp-prospect,Prospect,Prospect CDP,,,,,,,not-started,0,34.7358109,-79.2251554
census-designated-place,nc-cdp-pumpkin-center,Pumpkin Center,Pumpkin Center CDP,,,,,,,not-started,0,34.7860338,-77.3641749
census-designated-place,nc-cdp-raemon,Raemon,Raemon CDP,,,,,,,not-started,0,34.6171304,-79.3462746
census-designated-place,nc-cdp-rex,Rex,Rex CDP,,,,,,,not-started,0,34.8507941,-79.0468524
census-designated-place,nc-cdp-riegelwood,Riegelwood,Riegelwood CDP,,,,,,,not-started,0,34.3401073,-78.2203646
census-designated-place,nc-cdp-river-road,River Road,River Road CDP,,,,,,,not-started,0,35.5083428,-76.9871189
census-designated-place,nc-cdp-roberdel,Roberdel,Roberdel CDP,,,,,,,not-started,0,34.9790751,-79.7479492
census-designated-place,nc-cdp-rockfish,Rockfish,Rockfish CDP,,,,,,,not-started,0,34.9905573,-79.0700603
census-designated-place,nc-cdp-rocky-point,Rocky Point,Rocky Point CDP,,,,,,,not-started,0,34.4440481,-77.8909071
census-designated-place,nc-cdp-rodanthe,Rodanthe,Rodanthe CDP,,,,,,,not-started,0,35.592476,-75.466355
census-designated-place,nc-cdp-rougemont,Rougemont,Rougemont CDP,,,,,,,not-started,0,36.2125518,-78.9119157
census-designated-place,nc-cdp-royal-pines,Royal Pines,Royal Pines CDP,,,,,,,not-started,0,35.4788219,-82.5023127
census-designated-place,nc-cdp-ruffin,Ruffin,Ruffin CDP,,,,,,,not-started,0,36.4371895,-79.5345232
census-designated-place,nc-cdp-salem,Salem,Salem CDP,,,,,,,not-started,0,35.699725,-81.7002985
census-designated-place,nc-cdp-salvo,Salvo,Salvo CDP,,,,,,,not-started,0,35.5485357,-75.4681683
census-designated-place,nc-cdp-saxapahaw,Saxapahaw,Saxapahaw CDP,,,,,,,not-started,0,35.9607512,-79.3161685
census-designated-place,nc-cdp-scotch-meadows,Scotch Meadows,Scotch Meadows CDP,,,,,,,not-started,0,34.6889482,-79.5177161
census-designated-place,nc-cdp-sea-breeze,Sea Breeze,Sea Breeze CDP,,,,,,,not-started,0,34.0663776,-77.8924602
census-designated-place,nc-cdp-seven-lakes,Seven Lakes,Seven Lakes CDP,,,,,,,not-started,0,35.2642313,-79.5860198
census-designated-place,nc-cdp-shannon,Shannon,Shannon CDP,,,,,,,not-started,0,34.8476682,-79.1395868
census-designated-place,nc-cdp-silver-city,Silver City,Silver City CDP,,,,,,,not-started,0,34.9972411,-79.2291858
census-designated-place,nc-cdp-silver-lake,Silver Lake,Silver Lake CDP,,,,,,,not-started,0,34.1425406,-77.9092836
census-designated-place,nc-cdp-skippers-corner,Skippers Corner,Skippers Corner CDP,,,,,,,not-started,0,34.3267181,-77.9146245
census-designated-place,nc-cdp-smithtown,Smithtown,Smithtown CDP,,,,,,,not-started,0,36.2326194,-80.5677043
census-designated-place,nc-cdp-sneads-ferry,Sneads Ferry,Sneads Ferry CDP,,,,,,,not-started,0,34.5551701,-77.3776773
census-designated-place,nc-cdp-south-henderson,South Henderson,South Henderson CDP,,,,,,,not-started,0,36.3033039,-78.4059451
census-designated-place,nc-cdp-south-mills,South Mills,South Mills CDP,,,,,,,not-started,0,36.4378658,-76.3307403
census-designated-place,nc-cdp-south-rosemary,South Rosemary,South Rosemary CDP,,,,,,,not-started,0,36.4533567,-77.7134208
census-designated-place,nc-cdp-south-weldon,South Weldon,South Weldon CDP,,,,,,,not-started,0,36.4135525,-77.6024245
census-designated-place,nc-cdp-southmont,Southmont,Southmont CDP,,,,,,,not-started,0,35.6504271,-80.2760236
census-designated-place,nc-cdp-spivey-s-corner,Spivey's Corner,Spivey's Corner CDP,,,,,,,not-started,0,35.1982219,-78.4825621
census-designated-place,nc-cdp-spout-springs,Spout Springs,Spout Springs CDP,,,,,,,not-started,0,35.2736166,-79.0456222
census-designated-place,nc-cdp-springdale,Springdale,Springdale CDP,,,,,,,not-started,0,35.2902901,-81.1452926
census-designated-place,nc-cdp-st-stephens,St. Stephens,St. Stephens CDP,,,,,,,not-started,0,35.7645558,-81.2729485
census-designated-place,nc-cdp-stokes,Stokes,Stokes CDP,,,,,,,not-started,0,35.7105413,-77.2675975
census-designated-place,nc-cdp-stony-point,Stony Point,Stony Point CDP,,,,,,,not-started,0,35.8678092,-81.0441212
census-designated-place,nc-cdp-sunbury,Sunbury,Sunbury CDP,,,,,,,not-started,0,36.4468944,-76.6127323
census-designated-place,nc-cdp-swan-quarter,Swan Quarter,Swan Quarter CDP,,,,,,,not-started,0,35.4130339,-76.3197112
census-designated-place,nc-cdp-swannanoa,Swannanoa,Swannanoa CDP,,,,,,,not-started,0,35.600972,-82.3882697
census-designated-place,nc-cdp-toast,Toast,Toast CDP,,,,,,,not-started,0,36.4966791,-80.6354534
census-designated-place,nc-cdp-tyro,Tyro,Tyro CDP,,,,,,,not-started,0,35.7997119,-80.3764457
census-designated-place,nc-cdp-valle-crucis,Valle Crucis,Valle Crucis CDP,,,,,,,not-started,0,36.2156261,-81.7966387
census-designated-place,nc-cdp-valley-hill,Valley Hill,Valley Hill CDP,,,,,,,not-started,0,35.2939015,-82.492677
census-designated-place,nc-cdp-vander,Vander,Vander CDP,,,,,,,not-started,0,35.0382736,-78.785383
census-designated-place,nc-cdp-vann-crossroads,Vann Crossroads,Vann Crossroads CDP,,,,,,,not-started,0,35.1701289,-78.4041099
census-designated-place,nc-cdp-wakulla,Wakulla,Wakulla CDP,,,,,,,not-started,0,34.7969605,-79.2559704
census-designated-place,nc-cdp-wanchese,Wanchese,Wanchese CDP,,,,,,,not-started,0,35.840187,-75.6416574
census-designated-place,nc-cdp-waves,Waves,Waves CDP,,,,,,,not-started,0,35.569385,-75.4652794
census-designated-place,nc-cdp-welcome,Welcome,Welcome CDP,,,,,,,not-started,0,35.9066236,-80.2547733
census-designated-place,nc-cdp-west-canton,West Canton,West Canton CDP,,,,,,,not-started,0,35.538745,-82.864725
census-designated-place,nc-cdp-west-marion,West Marion,West Marion CDP,,,,,,,not-started,0,35.6525656,-82.01922
census-designated-place,nc-cdp-westport,Westport,Westport CDP,,,,,,,not-started,0,35.5011205,-80.9693203
census-designated-place,nc-cdp-white-oak,White Oak,White Oak CDP,,,,,,,not-started,0,34.7396612,-78.7185901
census-designated-place,nc-cdp-white-plains,White Plains,White Plains CDP,,,,,,,not-started,0,36.4437667,-80.6490018
census-designated-place,nc-cdp-whittier,Whittier,Whittier CDP,,,,,,,not-started,0,35.4346765,-83.3547579
census-designated-place,nc-cdp-woodlawn,Woodlawn,Woodlawn CDP,,,,,,,not-started,0,36.1179574,-79.2959196
census-designated-place,nc-cdp-wrightsboro,Wrightsboro,Wrightsboro CDP,,,,,,,not-started,0,34.2875606,-77.9301148
census-designated-place,nc-cdp-yadkin-college,Yadkin College,Yadkin College CDP,,,,,,,not-started,0,35.8724658,-80.3871016
